sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
B03-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,SANDIA HONEY,,"12"" x 15"" x 3,5"" Strap 31"" - 50""",1000,1,Taxable Goods,"Catalog, Search", 288 ,,,,B03-001,SANDIA HONEY,"Bag, leather, casual, daily use","Leather shoulder bag, fabric lined inside. Zipper closure, one inside zipper pocket and one inside pocket for the cellphone. Adjustable shoulder strap, can be worn as a cross body bag or handbag.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B03-57,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,SANDIA NEGRO LAGARTO,,"12"" x 15"" x 3,5"" tira 31"" - 50""",1000,1,Taxable Goods,"Catalog, Search"," 85,000 ",,,,B03-57,SANDIA NEGRO LAGARTO,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable, se puede usar como bolso de cruzar o como bolso de mano.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B03-057,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,SANDIA ALLIGATOR BLACK,,"12"" x 15"" x 3,5"" Strap 31"" - 50""",1000,1,Taxable Goods,"Catalog, Search", 288 ,,,,B03-057,SANDIA ALLIGATOR BLACK,"Bag, leather, casual, daily use","Leather shoulder bag, fabric lined inside. Zipper closure, one inside zipper pocket and one inside pocket for the cellphone. Adjustable shoulder strap, can be worn as a cross body bag or handbag.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B05-01,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,GLO MIEL,,"11"" x 13"" x 6"" agarraderas 25""",945,1,Taxable Goods,"Catalog, Search"," 87,000 ",,,,B05-01,GLO MIEL,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B05-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,GLO HONEY,,"11"" x 13"" x 6"" handles25""",945,1,Taxable Goods,"Catalog, Search", 295 ,,,,B05-001,GLO HONEY,"Bag, leather, casual, daily use","
Leather handbag, fabric lined inside. Zipper closure, two outside zipper pockets, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B05-15,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,GLO VAINILLA,,"11"" x 13"" x 6"" agarraderas 25""",945,1,Taxable Goods,"Catalog, Search"," 87,000 ",,,,B05-15,GLO VAINILLA,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B05-015,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,GLO VAINILLA,,"11"" x 13"" x 6"" handles25""",945,1,Taxable Goods,"Catalog, Search", 295 ,,,,B05-015,GLO VAINILLA,"Bag, leather, casual, daily use","
Leather handbag, fabric lined inside. Zipper closure, two outside zipper pockets, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B05-07,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,GLO MANZANA,,"11"" x 13"" x 6"" agarraderas 25""",945,1,Taxable Goods,"Catalog, Search"," 87,000 ",,,,B05-07,GLO MANZANA,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B05-007,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,GLO RED APPLE,,"11"" x 13"" x 6"" handles25""",945,1,Taxable Goods,"Catalog, Search", 295 ,,,,B05-007,GLO RED APPLE,"Bag, leather, casual, daily use","
Leather handbag, fabric lined inside. Zipper closure, two outside zipper pockets, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01-02,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,NUBOK CACAO,,"16"" x 13,5"" agarraderas 22""",1090,1,Taxable Goods,"Catalog, Search"," 85,000 ",,,,B01-02,NUBOK CACAO,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-002,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,NUBOK BROWN,,"16"" x 13,5"" Handles 22""",1090,1,Taxable Goods,"Catalog, Search", 288 ,,,,B01-002,NUBOOK BROWN,"Bag, leather, casual, daily use","
Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01-01,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,NUBOK MIEL,,"16"" x 13,5"" agarraderas 22""",1090,1,Taxable Goods,"Catalog, Search"," 85,000 ",,,,B01-01,NUBOK MIEL,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,NUBOK HONEY,,"16"" x 13,5"" Handles 22""",1090,1,Taxable Goods,"Catalog, Search", 288 ,,,,B01-001,NUBOK HONEY,"Bag, leather, casual, daily use","
Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01-03,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,NUBOK NEGRO,,"16"" x 13,5"" agarraderas 22""",1055,1,Taxable Goods,"Catalog, Search"," 85,000 ",,,,B01-03,NUBOK NEGRO,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-003,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,NUBOK BLACK,,"16"" x 13,5"" Handles 22""",1055,1,Taxable Goods,"Catalog, Search", 288 ,,,,B01-003,NUBOK BLACK,"Bag, leather, casual, daily use","
Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01-30,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,NUBOK NOPPI SABAN,,"16"" x 13,5"" agarraderas 22""",1020,1,Taxable Goods,"Catalog, Search"," 85,000 ",,,,B01-30,NUBOK NOPPI SABAN,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-030,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,NUBOK NOPPI SABAN,,"16"" x 13,5"" Handles 22""",1020,1,Taxable Goods,"Catalog, Search", 288 ,,,,B01-030,NUBOK NOPPI SABAN,"Bag, leather, casual, daily use","
Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01-20,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,NUBOK ROJO,,"16"" x 13,5"" agarraderas 22""",1090,1,Taxable Goods,"Catalog, Search"," 85,000 ",,,,B01-20,NUBOK ROJO,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-020,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,NUBOK RED,,"16"" x 13,5"" Handles 22""",1090,1,Taxable Goods,"Catalog, Search", 288 ,,,,B01-020,NUBOK RED,"Bag, leather, casual, daily use","
Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01-15,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,NUBOK VAINILLA,,"16"" x 13,5"" agarraderas 22""",1090,1,Taxable Goods,"Catalog, Search"," 85,000 ",,,,B01-15,NUBOK VAINILLA,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-015,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,NUBOK VAINILLA,,"16"" x 13,5"" Handles 22""",1090,1,Taxable Goods,"Catalog, Search", 288 ,,,,B01-015,NUBOK VAINILLA,"Bag, leather, casual, daily use","
Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02-01,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,SUNDAYMORNING MIEL,,"16"" x 13,5"" agarraderas 22""",885,1,Taxable Goods,"Catalog, Search"," 71,000 ",,,,B02-01,SUNDAYMORNING MIEL,"Bolso, cuero, casual, diario","Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo y un bolsillo interno con zipper.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,SUNDAYMORINING HONEY,,"16"" x 13,5"" Handles 22""",885,1,Taxable Goods,"Catalog, Search", 241 ,,,,B02-001,SUNDAYMORNING HONEY,"Bag, leather, casual, daily use","Unlined leather tote bag. Zipper closure, one outside pocket and one inside zipper pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02-11,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,SUNDAYMORNING NARANJA,,"16"" x 13,5"" agarraderas 22""",925,1,Taxable Goods,"Catalog, Search"," 71,000 ",,,,B02-11,SUNDAYMORNING NARANJA,"Bolso, cuero, casual, diario","Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo y un bolsillo interno con zipper.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-011,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,SUNDAYMORNING ORANGE,,"16"" x 13,5"" Handles 22""",925,1,Taxable Goods,"Catalog, Search", 241 ,,,,B02-011,SUNDAYMORINING ORANGE,"Bag, leather, casual, daily use","Unlined leather tote bag. Zipper closure, one outside pocket and one inside zipper pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02-46,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,SUNDAYMORNING PEACH,,"16"" x 13,5"" agarraderas 22""",925,1,Taxable Goods,"Catalog, Search"," 71,000 ",,,,B02-46,SUNDAYMORNING PEACH,"Bolso, cuero, casual, diario","Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo y un bolsillo interno con zipper.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-046,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,SUNDAYMORNING PEACH,,"16"" x 13,5"" Handles 22""",925,1,Taxable Goods,"Catalog, Search", 241 ,,,,B02-046,SUNDAYMORNING PEACH,"Bag, leather, casual, daily use","Unlined leather tote bag. Zipper closure, one outside pocket and one inside zipper pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02-061,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,SUNDAYMORNING MACCHIATO,,"16"" x 13,5"" agarraderas 22""",885,1,Taxable Goods,"Catalog, Search"," 71,000 ",,,,B02-061,SUNDAYMORNING MACCHIATO,"Bolso, cuero, casual, diario","Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo y un bolsillo interno con zipper.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-61,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,SUNDAYMORNING MACCHIATO,,"16"" x 13,5"" Handles 22""",885,1,Taxable Goods,"Catalog, Search", 241 ,,,,B02-61,SUNDAYMORNING MACCHIATO,"Bag, leather, casual, daily use","Unlined leather tote bag. Zipper closure, one outside pocket and one inside zipper pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40-03,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,TOTE FOLK NEGRO,,"11,5"" x 15"" x 6,5"" agarraderas 25""",1070,1,Taxable Goods,"Catalog, Search"," 69,000 ",,,,B40-03,TOTE FOLK NEGRO,"Bolso, cuero, casual, diario",Bolso de cuero sin forrar. Cierre de botón.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B40-003,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,TOTE FOLK BLACK,,"11,5"" x 15"" x 6,5"" handles 25""",1070,1,Taxable Goods,"Catalog, Search", 234 ,,,,B40-003,TOTE FOLK BLACK,"Bag, leather, casual, daily use",Unlined leather tote bag. Button closure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40-33,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,TOTE FOLK CASTAñO,,"11,5"" x 15"" x 6,5"" agarraderas 25""",1070,1,Taxable Goods,"Catalog, Search"," 69,000 ",,,,B40-33,TOTE FOLK CASTAñO,"Bolso, cuero, casual, diario",Bolso de cuero sin forrar. Cierre de botón.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B40-033,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,TORE FOLK HONEY,,"11,5"" x 15"" x 6,5"" handles 25""",1070,1,Taxable Goods,"Catalog, Search", 234 ,,,,B40-033,TOTE FOLK HONEY,"Bag, leather, casual, daily use",Unlined leather tote bag. Button closure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B31-02,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,INDIE CACAO,,"13"" x 13,5"" x 2,5"" agarraderas 21,5",1125,1,Taxable Goods,"Catalog, Search"," 92,000 ",,,,B31-02,INDIE CAFE OSCURO,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo en la parte de atrás, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye un accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B31-002,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,INDIE BROWN,,"13"" x 13,5"" x 2,5"" handles 21,5",1125,1,Taxable Goods,"Catalog, Search", 312 ,,,,B31-002,INDIE BROWN,"Bag, leather, casual, daily use","Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket on the back, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B31-01,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,INDIE MIEL,,"13"" x 13,5"" x 2,5"" agarraderas 21,5",1125,1,Taxable Goods,"Catalog, Search"," 92,000 ",,,,B31-01,INDIE MIEL,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo en la parte de atrás, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye un accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B31-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,INDIE HONEY,,"13"" x 13,5"" x 2,5"" handles 21,5",1125,1,Taxable Goods,"Catalog, Search", 312 ,,,,B31-001,INDIE HONEY,"Bag, leather, casual, daily use","Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket on the back, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B31-30,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,INDIE NOPPI SABAN,,"13"" x 13,5"" x 2,5"" agarraderas 21,5",1125,1,Taxable Goods,"Catalog, Search"," 92,000 ",,,,B31-30,INDIE NOPPI SABAN,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo en la parte de atrás, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye un accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B31-030,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,INDIE NOPPI SABAN,,"13"" x 13,5"" x 2,5"" handles 21,5",1125,1,Taxable Goods,"Catalog, Search", 312 ,,,,B31-030,INDIE NOPPI SABAN,"Bag, leather, casual, daily use","Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket on the back, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B54-01,Default,1,simple,"Default Category/Mujer,Default Category/Bolso,Default Category/Día a día",base,YERBABUENA MIEL,,"11,5"" x 12,5"" x 5"" tira larga 25""- 46""",885,1,Taxable Goods,"Catalog, Search"," 75,000 ",,,,B54-01,YERBABUENA MIEL,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre de amarre, un bolsillo interno con zipper y un bolsillo interno para celular. Correa ajustable y removible.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B54-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,YERBABUENA HONEY,,"11,5"" x 12,5"" x 5"" strap 25""- 46""",885,1,Taxable Goods,"Catalog, Search", 254 ,,,,B54-001,YERBABUENA HONEY,"Bag, leather, casual, daily use","
Leather cross body bag, fabric lined inside. Tie closure, one inside zipper  pocket and one inside pocket for the cell phone. Adjustable and removable strap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B54-20,Default,1,simple,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",base,YERBABUENA ROJO,,"11,5"" x 12,5"" x 5"" tira larga 25""- 46""",885,1,Taxable Goods,"Catalog, Search"," 75,000 ",,,,B54-20,YERBABUENA ROJO,"Bolso, cuero, casual, diario","Bolso de cuero forrado en tela. Cierre de amarre, un bolsillo interno con zipper y un bolsillo interno para celular. Correa ajustable y removible.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B54-020,,2,,"Default Category/Women,Default Category/Bags,Default Category/Day to Day",,YERBABUENA RED,,"11,5"" x 12,5"" x 5"" strap 25""- 46""",885,1,Taxable Goods,"Catalog, Search", 254 ,,,,B54-020,YERBABUENA RED,"Bag, leather, casual, daily use","
Leather cross body bag, fabric lined inside. Tie closure, one inside zipper  pocket and one inside pocket for the cell phone. Adjustable and removable strap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
